# ieee-iab.txt -- Ethernet vendor IAB file for arp-scan
#
# This file contains the Ethernet vendor IABs for arp-scan.  These are used
# to determine the vendor for a give Ethernet interface given the MAC address.
#
# Each line of this file contains an IAB-vendor mapping in the form:
#
# <IAB><TAB><Vendor>
#
# Where <IAB> is the first 36 bits of the MAC address in hex, and <Vendor>
# is the name of the vendor.
#
# Blank lines and lines beginning with "#" are ignored.
#
# This file was automatically generated by get-iab at 2018-12-24 19:37:33
# using data from http://standards-oui.ieee.org/iab/iab.txt
#
# Do not edit this file.  If you want to add additional MAC-Vendor mappings,
# edit the file mac-vendor.txt instead.
#
0050C2DD6	Transas Marine Limited                       
0050C2FC0	Rohde&Schwarz Topex SA                       
0050C2E4B	Rohde&Schwarz Topex SA                       
0050C2B49	Aplex Technology Inc.                        
0050C2F58	IEEE Registration Authority                  
0050C22F0	LECO Corporation                             
0050C2B04	Ubiquiti Networks Inc.                       
0050C2681	Owasys Advanced Wireless Devices             
0050C2168	ExtremeSpeed Inc.                            
0050C20B5	EXTREME COPPER,  INC.                        
0050C26B2	Edgeware AB                                  
0050C2E70	DORLET SAU                                   
0050C21E5	DORLET SAU                                   
0050C2CF5	Gogo BA                                      
0050C221C	Fracarro srl                                 
0050C2B30	Applied Micro Electronics AME bv             
0050C2531	Orion Technologies,LLC                       
0050C23E9	MedAvant Healthcare                          
0050C26C6	MedAvant Healthcare                          
0050C2230	AutoTOOLS group Co. Ltd.                     
0050C2301	Delphi Display Systems, Inc.                 
0050C2578	Delphi Display Systems, Inc.                 
0050C232A	Phytec Messtechnik GmbH                      
0050C2782	Phytec Messtechnik GmbH                      
0050C26D1	Schnick-Schnack-Systems GmbH                 
0050C249D	Critical Link LLC                            
0050C217C	Critical Link LLC                            
0050C2FD4	Insitu, Inc                                  
0050C252B	Sicon srl                                    
0050C2956	Sicon srl                                    
0050C2D8B	Sicon srl                                    
0050C2171	Sicon srl                                    
0050C2081	Sicon srl                                    
0050C2082	ard sa                                       
0050C2083	ard sa                                       
0050C28AD	Thales Communications Inc                    
0050C2339	Secure Systems & Services                    
0050C2913	Leonardo MW Ltd (Land & Naval Defence Electronic)
0050C2F63	Triax A/S                                    
0050C2B25	Triax A/S                                    
0050C2E24	DiTEST Fahrzeugdiagnose GmbH                 
0050C22E2	Ballard Technology, Inc,                     
0050C2FE9	MB connect line GmbH Fernwartungssysteme     
0050C2EA8	MB connect line GmbH Fernwartungssysteme     
0050C2EEC	YUYAMA MFG Co.,Ltd                           
0050C2872	Oliotalo Oy                                  
0050C2583	Junger Audio-Studiotechnik GmbH              
0050C253E	Honeywell                                    
0050C2D95	Honeywell                                    
0050C222B	Riegl Laser Measurement Systems GmbH         
0050C2764	ARGUS-SPECTRUM                               
0050C2FB6	ARGUS-SPECTRUM                               
0050C23B1	Specstroy-Svyaz Ltd                          
0050C26C2	HoseoTelnet Inc...                           
0050C20C3	APG Cash Drawer, LLC                         
0050C2010	APG Cash Drawer, LLC                         
0050C22E0	Baxter International Inc                     
0050C2974	EMAC, Inc.                                   
0050C2183	EMAC, Inc.                                   
0050C2CC7	TOPROOTTechnology Corp. Ltd.                 
0050C29F0	Veracity UK Ltd                              
0050C21D2	InventLab s.c.                               
0050C21CF	Omnik New Energy Co., Ltd                    
0050C21CD	YXLON International A/S                      
0050C21CA	Rigel Engineering                            
0050C21E0	Embedded Technology Corporation              
0050C21E2	ELNEC s.r.o.                                 
0050C21D8	Owl Computing Technologies, Inc.             
0050C21D7	Wheatstone Corporation                       
0050C219E	Thirdwayv Inc.                               
0050C21B5	A+EC Klein Ingenieurbuero                    
0050C21B1	Logos 01 S.r.l.                              
0050C21AB	Rosslare Enterprises Limited                 
0050C21C6	Device Solutions Ltd                         
0050C21C3	Cornfed Systems LLC                          
0050C21B9	Beking Industrieele automatisering           
0050C2151	Progress Rail Services, Inspection and Information Systems
0050C2159	PLATINUM GmbH                                
0050C2154	iart                                         
0050C2196	Advanced Micro Controls Inc.                 
0050C2189	Yoozma Corporation                           
0050C2170	ICS Eletronics                               
0050C216C	Private                                      
0050C2166	Anhui Jiante Network Technology Co., Ltd.    
0050C2163	KMtronic LTD                                 
0050C215F	CT Company                                   
0050C215D	Actronic Technologies                        
0050C2144	Venco                                        
0050C213E	hanatech                                     
0050C217F	Telvent                                      
0050C213A	Supplier Ind. e Com de Eletroeletrônicos     
0050C2137	GDE Polska                                   
0050C212F	Private                                      
0050C2176	Schneider Electric Motion, Inc. USA          
0050C20E3	Medigus Ltd                                  
0050C20F0	Redwood Systems                              
0050C20E9	HAMEG GmbH                                   
0050C2112	Halliburton - Sperry Drilling Service        
0050C210C	Contrans TI sp. z o.o.                       
0050C2105	Tieline Research Pty Ltd                     
0050C20F9	Invisua Lighting BV                          
0050C20FA	Marmitek BV                                  
0050C20D6	deskontrol electronics                       
0050C211F	KOMPAN Pawel Sokolowski                      
0050C211C	DEUTA-WERKE GmbH                             
0050C2116	Uniscan LLC                                  
0050C2129	DSP DESIGN                                   
0050C2125	Scandyna A/S                                 
0050C20F2	SigmaPhi Electronics                         
0050C207C	Agramkow Fluid Systems A/S                   
0050C20BB	Whiptail                                     
0050C20B7	ACD Elektronik GmbH                          
0050C2095	Heart Force Medical                          
0050C2097	Burton Technical Services LLC                
0050C2091	KDT                                          
0050C208C	Magnescale Co.,Ltd                           
0050C2085	Peek Traffic Corporation                     
0050C2076	INTERNET PROTOCOLO LOGICA SL                 
0050C2072	CT Company                                   
0050C206A	elgris                                       
0050C20C1	Xepto Computing Inc                          
0050C20A8	Baudisch Electronic GmbH                     
0050C20A4	Resch Electronic Innovation GmbH             
0050C209E	NanoPulse, Inc.                              
0050C20D2	ELAN SYSTEMS                                 
0050C20CE	EST Analytical                               
0050C203D	Tekelek Europe Ltd                           
0050C2037	Software Workshop                            
0050C2032	BETTINI SRL                                  
0050C204A	Gateway Technologies SA de CV                
0050C2033	Ermes Elettronica s.r.l.                     
0050C2031	Dommel GmbH                                  
0050C2028	Integrated Control Corp.                     
0050C202A	Tinkerforge GmbH                             
0050C2022	Digimerge Technology Inc                     
0050C2025	Rosemount Analytical                         
0050C201C	BERG Cloud Limited                           
0050C2018	STANEO SAS                                   
0050C2061	Cominfo, Inc.                                
0050C205D	Leica Biosystems                             
0050C2057	Tammermatic Group Oy                         
0050C2012	Sencon Inc.                                  
0050C2007	Digital Audio SA                             
0050C2003	AlphaNavigation coltd                        
0050C2FFA	Nupoint Systems Inc.                         
0050C2067	Tronic Control ltd.                          
0050C2FAA	YJSYSTEM                                     
0050C2FD2	Autonomic Controls. Inc                      
0050C2FDC	QUERCUS TECHNOLOGIES, S.L.                   
0050C2FBE	senTec Elektronik GmbH                       
0050C2FB4	MC-monitoring SA                             
0050C2F9F	Nanjing SAC Power Grid Automation Co., Ltd.  
0050C2F92	CONET Solutions GmbH                         
0050C2FC8	Far South Networks                           
0050C2F88	RTC Manufacturing Inc.                       
0050C2F83	GSP Sprachtechnologie GmbH                   
0050C2F7E	TruTeq Wireless (Pty) Ltd                    
0050C2FE6	Exibea AB                                    
0050C2F21	SEITEC Co. Ltd                               
0050C2F1B	Saia-Burgess Controls AG                     
0050C2F17	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
0050C2F16	Peter Huber Kältemaschinenbau GmbH           
0050C2F4C	Enistic Limited                              
0050C2EFD	Sanmina                                      
0050C2F5C	DSP DESIGN LTD                               
0050C2F5B	Saia-Burgess Controls AG                     
0050C2F56	Monsoon Solutions, Inc.                      
0050C2F51	NDC Infrared Engineering, Inc.               
0050C2F6A	OFI Inc. (dba 2D2C)                          
0050C2F66	GWT LLC                                      
0050C2F65	Telebyte Inc.                                
0050C2F60	Deckma GmbH                                  
0050C2F2F	Arcos Technologies LTD                       
0050C2F2B	Bio Guard component & technologies           
0050C2F2A	ACD Elektronik GmbH                          
0050C2F25	Samway Electronic SRL                        
0050C2F20	Unfors Instruments AB                        
0050C2F11	Organis GmbH                                 
0050C2F0D	Bluetest AB                                  
0050C2F07	Icon Research Ltd                            
0050C2F03	Wren Sound Systems                           
0050C2F79	Tattile srl                                  
0050C2F74	Thor Technologies Pty Ltd                    
0050C2F42	DSPCon                                       
0050C2F3C	Vemco Sp. z o. o.                            
0050C2F34	Sequip S+E GmbH                              
0050C2ECC	Saia-Burgess Controls AG                     
0050C2EC8	IBERNEX INGENIERIA, S.L.                     
0050C2EC2	Ixonos Plc                                   
0050C2E9A	Solace Systems                               
0050C2E96	PROYECSON S.A.                               
0050C2E90	GS Elektromedizinische Geraete G. Stemple GmbH
0050C2E8C	Epec Oy                                      
0050C2EF3	Smart Power Electronics GmbH & Co. KG        
0050C2EEF	IDTRONIC GmbH                                
0050C2EE9	QUANTA S.r.l.                                
0050C2EE5	Cytec Zylindertechnik GmbH                   
0050C2EAA	BAE Systems                                  
0050C2EA4	head                                         
0050C2E86	Multisuns Corporation                        
0050C2E82	Xplore Technologies Corp                     
0050C2E7C	sp controls, inc                             
0050C2EBE	Global Tecnologia LTDA.                      
0050C2EB8	dspnor                                       
0050C2EB4	Wishtek Technology, Inc.                     
0050C2EAE	Alyrica Networks                             
0050C2ED9	Plasmatronics pty ltd                        
0050C2ED4	TAMAGAWA ELECTRONICS CO.,LTD.                
0050C2ED2	Klangspektrum GmbH                           
0050C2EDF	Monitor Business Machines                    
0050C2E26	Cinetix s.r.l.                               
0050C2E20	Divelbiss Corporation                        
0050C2E1F	ELVEES                                       
0050C2E1C	Saia-Burgess Controls AG                     
0050C2E48	ITW Reyflex North America                    
0050C2E47	ENIKA.CZ                                     
0050C2E44	Deuta-Werke GmbH                             
0050C2E3D	Baudisch Electronic GmbH                     
0050C2E3E	Monnit Corp.                                 
0050C2E34	HGL Dynamics                                 
0050C2E33	Morita Technical Center Company              
0050C2E30	Goennheimer Elektronic GmbH                  
0050C2E66	EMAC, Inc.                                   
0050C2E65	IB Elektronik GmbH                           
0050C2E62	SAE IT-systems GmbH & Co. KG                 
0050C2E5B	CAIPO Automazione Industriale s.r.l.         
0050C2E5C	MCOPIA Co., Ltd                              
0050C2E58	Agri-hitech LLC                              
0050C2E77	Fr. Sauter AG                                
0050C2E76	Embedded Solution Bank Co., Ltd.             
0050C2E6F	Leyden Engineering                           
0050C2E6B	Sika Technology AG                           
0050C2E6C	SAMSUNG Electronics Co.,Ltd.(LED Division)   
0050C2E29	Fr. Sauter AG                                
0050C2E10	Radinetworks Co., Ltd                        
0050C2E09	ATEME                                        
0050C2E16	Jetstream Ltd.                               
0050C2E15	IHI Scube Co.,Ltd                            
0050C2E52	Famas System S.p.A.                          
0050C2E51	Motec Pty Ltd                                
0050C2E4E	Institute For Information Industry           
0050C2DAA	M & PAUL, INC                                
0050C2DA6	Manitowoc Ice                                
0050C2DB6	PROSOFT-SYSTEMS LTD                          
0050C2DEF	Powersense A/S                               
0050C2DCA	Tele Data Control                            
0050C2DC0	Security Services Group (SSG)                
0050C2E03	ICU Scandinavia Schweiz GmbH                 
0050C2DFF	TANTAL ELECTRONICA, SL                       
0050C2DF9	Jenny Science AG                             
0050C2DF5	EtherLight                                   
0050C2DE8	Visual Productions                           
0050C2DD4	SYSTECH                                      
0050C2D2C	Schneider Electric Motion USA                
0050C2D25	VAF Instruments BV                           
0050C2D26	RCH GROUP                                    
0050C2D22	eMDee Technology, Inc.                       
0050C2D1C	Recon Dynamics, LLC                          
0050C2D1B	TECHKON GmbH                                 
0050C2D18	Glyn GmbH & Co.KG                            
0050C2D12	Tokyo Weld Co.,Ltd.                          
0050C2D0E	Weinert Engineering GmbH                     
0050C2D56	SELEX Communications Limited                 
0050C2D53	Telemerkki Oy                                
0050C2D4C	DALOG Diagnosesysteme GmbH                   
0050C2D48	Watermark Estate Management Services, LLC    
0050C2D9C	Gamber Johnson LLC                           
0050C2D99	T-Industry, s.r.o.                           
0050C2D60	Nihon Kessho Koogaku Co., Ltd.               
0050C2D5D	GLOBALCOM ENGINEERING SRL                    
0050C2D40	demmel products                              
0050C2D3A	WellSense Technologies                       
0050C2D39	Apex NV                                      
0050C2D36	Enatel Limited                               
0050C2D2F	Key Systems, Inc.                            
0050C2D30	ACTIV Financial Systems, Inc.                
0050C2D7B	OWITA GmbH                                   
0050C2D74	Computech International                      
0050C2D71	EMAC, Inc.                                   
0050C2D6A	A&T Corporation, Electrics Group , LAS R&D Unit, 
0050C2D67	KLING & FREITAG GmbH                         
0050C2D85	VITEC                                        
0050C2D7E	LYNX Technik AG                              
0050C2D92	Manz                                         
0050C2D8F	Syes srl                                     
0050C2CED	AeroMechanical Services Ltd, FLYHT           
0050C2D08	Reimesch Kommunikationssysteme GmbH          
0050C2D07	IAF GmbH                                     
0050C2D01	Aanderaa Data Instruments                    
0050C2CF7	Armour Home Electronics LTD                  
0050C2C6E	TBS Holding AG                               
0050C2C71	Sequoia Technology Group Ltd                 
0050C2C69	REBO CO.,LTD.                                
0050C2C67	Practical Control Ltd                        
0050C2C68	Broadsoft PacketSmart, Inc.                  
0050C2C64	Pal Software Service Co.,Ltd.                
0050C2C5F	Icon Time Systems                            
0050C2C5E	CellPlus technologies, Inc.                  
0050C2C5D	SweMet AB                                    
0050C2C9A	PACOMP Sp. z o.o.                            
0050C2C98	Criticare Systems, Inc                       
0050C2C95	IPSES S.r.l.                                 
0050C2C8F	Keith & Koep GmbH                            
0050C2C8B	OCAS AS                                      
0050C2C8E	SDD ITG                                      
0050C2CD1	ACD Elektronik GmbH                          
0050C2CCA	SANMINA SHENZHEN                             
0050C2CC0	World Time Solutions Limited                 
0050C2CBD	Hi Tech Electronics Ltd                      
0050C2CE1	Satellink Inc.                               
0050C2CDE	Axotec Technologies GmbH                     
0050C2CDB	RUTTER INC                                   
0050C2CD4	SCHRAML GmbH                                 
0050C2CA9	Intelligent Devices                          
0050C2CA4	Vox Technologies                             
0050C2CA2	The Logical Company                          
0050C2C9F	xxter b.v.                                   
0050C2C86	Bruckner & Jarosch Ingenieurgesellschaft mbH 
0050C2C84	DOMIS                                        
0050C2C85	Peek Traffic Corporation                     
0050C2C80	Reko-vek                                     
0050C2C73	Industry Controls, Inc.                      
0050C2C72	Quail                                        
0050C2CB6	Krontek Pty Ltd                              
0050C2CB3	Deuta-Werke GmbH                             
0050C2CAE	Campbell Scientific Canada Corp.             
0050C2CAC	PURVIS Systems Incorporated                  
0050C2C41	COMPRION GmbH                                
0050C2C3F	ANXeBusiness Corporation                     
0050C2C3C	ELSIST S.r.l.                                
0050C2C37	B.E.A.R. Solutions (Australasia) Pty, Ltd    
0050C2C32	Procon Electronics                           
0050C2C2F	REFLEX CES                                   
0050C2C01	QUERCUS TECHNOLOGIES, S.L.                   
0050C2BFE	Ingeteam Paneles S.A.U.                      
0050C2BF7	Phytec Messtechnik GmbH                      
0050C2BF4	Monarch Innovative Technologies Pvt Ltd      
0050C2C5A	Commotive A/S                                
0050C2C55	Watterott electronic                         
0050C2C53	Eilersen Electric A/S                        
0050C2C50	Beceem Communications, Inc.                  
0050C2C4B	R.V.R. elettronica s.p.a.                    
0050C2C49	Elektronic Thoma GmbH                        
0050C2C46	QNE GmbH & Co. KG                            
0050C2BD3	Postjet Systems Ltd                          
0050C2BC9	Nextmove Technologies                        
0050C2BAA	NetworkFX Communications, LLC                
0050C2BA8	Peek Traffic Corporation                     
0050C2BA9	SISS Technology Inc.                         
0050C2B9F	AUDIOSCOPE 2K SRL                            
0050C2BA0	txtr GmbH                                    
0050C2B9E	Saia-Burgess Controls AG                     
0050C2C28	ELREHA GmbH                                  
0050C2C25	Private                                      
0050C2C1E	Peperoni-Light                               
0050C2C1A	SAM Co., Ltd.                                
0050C2BBF	Phytec Messtechnik GmbH                      
0050C2BB2	St Michael Strategies Inc                    
0050C2BB3	ClimateWell AB (publ)                        
0050C2C15	INO - Institut National d'Optique            
0050C2C12	OKI DENKI BOHSAI CO.,LTD.                    
0050C2C0B	ProSourcing GmbH                             
0050C2C08	juiceboss                                    
0050C2BED	Touch Revolution Inc.                        
0050C2BEA	Daeyoung inc.                                
0050C2BE3	Jiskoot Ltd                                  
0050C2BE0	Phaedrus Limited                             
0050C2B5A	GREEN Center s.r.o.                          
0050C2B59	SLICAN sp. z o.o.                            
0050C2B77	KRISTECH                                     
0050C2B6E	Private                                      
0050C2B6D	Sound Metrics Corp                           
0050C2B63	RO.VE.R. Laboratories S.p.A                  
0050C2B64	FEW Bauer GmbH                               
0050C2B15	PhotoTelesis LP                              
0050C2B47	MCS MICRONIC Computer Systeme GmbH           
0050C2B96	Onix Electronic Systems Inc                  
0050C2B95	Rx Monitoring Services                       
0050C2B8C	Keith & Koep GmbH                            
0050C2B8B	FBB                                          
0050C2B81	GHL Advanced Technolgy GmbH & Co. KG         
0050C2B82	TANABIKI Inc.                                
0050C2B78	Folink                                       
0050C2B3D	AMS                                          
0050C2B33	Numcore Ltd                                  
0050C2B29	Integra LifeSciences (Ireland) Ltd           
0050C2AD3	Peek Traffic Corporation                     
0050C2AD0	Geonautics Australia Pty Ltd                 
0050C2AC9	Steinbeis-Transferzentrum Embedded Design und Networking
0050C2AC6	Marathon Products, Inc.                      
0050C2AA2	ELPA sas                                     
0050C2AA1	ELREM ELECTRONIC AG                          
0050C2A9E	Procon Engineering Limited                   
0050C2A98	Sentry 360 Security                          
0050C2A94	Par-Tech, Inc.                               
0050C2AE7	Redwood Systems                              
0050C2AE4	Advanced Electronic Designs, Inc.            
0050C2ADA	Essepie Srl                                  
0050C2A8E	BFI Industrie-Elektronik GmbH & Co.KG        
0050C2A89	CA Traffic Ltd                               
0050C2A84	Lino Manfrotto +Co spa                       
0050C2A81	BPC circuits Ltd                             
0050C2A7B	Orange Tree Technologies                     
0050C2A77	Keith & Koep GmbH                            
0050C2A7A	DetNet South Africa PTY (LTD)                
0050C2A70	Reliable System Services Corp                
0050C2A71	Purite Ltd                                   
0050C2B01	HSR Harald L. Reuter                         
0050C2AEC	Fritz Pauker Ingenieure GmbH                 
0050C2ABF	MCC Computer Company                         
0050C2ABC	Barrick                                      
0050C2AB2	ProCom Systems, Inc.                         
0050C2AA8	Nexans Cabling Solutions                     
0050C2AAB	BRS Sistemas Eletrônicos                     
0050C2AAC	VisiCon GmbH                                 
0050C29C3	GE Security-Kampro                           
0050C29BF	2N TELEKOMUNIKACE a.s.                       
0050C29B5	Telegamma srl                                
0050C29B6	ACTECH                                       
0050C2A14	Elbit Systems of America - Tallahassee Operations
0050C2A0A	ACD Elektronik GmbH                          
0050C2A04	TP Radio                                     
0050C2A00	Technovare Systems                           
0050C2A6D	DTV Innovations                              
0050C2A66	DVTech                                       
0050C2A67	GSS Avionics Limited                         
0050C2A63	EMS Industries                               
0050C2A5D	MECC CO., LTD.                               
0050C2A59	GSP Sprachtechnologie GmbH                   
0050C2A3B	IPcontrols GmbH                              
0050C2A35	Appareo Systems, LLC                         
0050C2A31	Coolit Systems, Inc.                         
0050C2A2B	APRILIA RACING S.R.L.                        
0050C2A26	Preferred Oil, LLC                           
0050C29FA	Teranex A Division of Silicon Optix          
0050C29F6	Ion Sense Inc.                               
0050C29E6	Kumho Electric, Inc.                         
0050C29E2	E-ViEWS SAFETY SYSTEMS, INC                  
0050C29DC	FTM Marketing Limited                        
0050C29D8	SAMSUNG HEAVY INDUSTRIES CO.,LTD.            
0050C2A53	Quality & Design                             
0050C2A4F	Deuta GmbH                                   
0050C2A49	Wayne Dalton Corp.                           
0050C2A45	Sofradir-EC                                  
0050C2A3F	LHA Systems CC                               
0050C2A22	Nippon Manufacturing Service Corporation (abbreviated as 'nms')
0050C2A1E	MAMAC Systems, Inc.                          
0050C2A18	Eoslink                                      
0050C29D2	Saia-Burgess Controls AG                     
0050C29CE	Ronan Engineering                            
0050C29C8	ethermetrics                                 
0050C2933	Saia-Burgess Controls AG                     
0050C2934	Xilar Corp.                                  
0050C292F	Phytec Messtechnik GmbH                      
0050C2925	PHB Eletronica Ltda.                         
0050C296E	Peek Traffic Corporation                     
0050C296A	Bittium Wireless Ltd                         
0050C2964	IQ Automation GmbH                           
0050C2941	Rolbit                                       
0050C293E	RCS Communication Test Systems Ltd.          
0050C2939	Mosaic Dynamic Solutions                     
0050C295C	Resurgent Health & Medical                   
0050C2954	Phytec Messtechnik GmbH                      
0050C298E	Link Technologies, Inc                       
0050C298D	Mecos AG                                     
0050C2560	Procon Electronics                           
0050C2987	Joinsoon Electronics MFG. Co., Ltd           
0050C29AB	Electrodata Inc.                             
0050C29AC	Questek Australia Pty Ltd                    
0050C29A1	ComAp s.r.o                                  
0050C29A2	SAMsystems GmbH                              
0050C2998	Phytec Messtechnik GmbH                      
0050C2997	Depro Électronique                           
0050C294B	Piller engineering Ltd.                      
0050C2946	MEGWARE Computer GmbH                        
0050C2978	LOGITAL DIGITAL MEDIA srl                    
0050C2929	Flight Deck Resources                        
0050C291F	2NCOMM DESIGN SRL                            
0050C2920	Rogue Engineering Inc.                       
0050C291B	Embedded Data Systems, LLC                   
0050C2915	Verint Systems Ltd.                          
0050C2916	CHK GridSense P/L                            
0050C28C3	Byte Paradigm                                
0050C28BE	The Pennsylvania State University            
0050C28B9	ACD Elektronik GmbH                          
0050C28B4	Sandar Telecast AS                           
0050C28DC	Frame Systems Limited                        
0050C28D7	Polygon Informatics Ltd.                     
0050C28D2	TTi Ltd                                      
0050C28CD	Cambridge Sound Management, LLC              
0050C28EB	C-COM Satellite Systems Inc.                 
0050C28E6	Sandel Avionics, Inc.                        
0050C28E1	Deutscher Weterdienst                        
0050C28A0	Specialized Communications Corp.             
0050C2895	Marine Communications Limited                
0050C288D	L3 Communications Nova Engineering           
0050C2905	Link Communications, Inc                     
0050C28FF	Luceat                                       
0050C28FA	TELIUM s.c.                                  
0050C2911	Vapor Rail                                   
0050C290C	LSS GmbH                                     
0050C290B	E.ON ES Sverige AB                           
0050C2907	Cristal Controles Ltee                       
0050C28AA	ATS Elektronik GmbH                          
0050C28F5	tec5 AG                                      
0050C28F0	Xentras Communications                       
0050C285E	Radiometer Medical ApS                       
0050C2859	Nuvation                                     
0050C2854	Ratioplast-Optoelectronics GmbH              
0050C2845	VisualSonics Inc.                            
0050C2841	Connection Electronics Ltd.                  
0050C2840	Residential Control Systems                  
0050C2837	ID-KARTA s.r.o.                              
0050C286F	b-plus GmbH                                  
0050C2865	Persy Control Services B.v.                  
0050C2720	Colorado Engineering Inc.                    
0050C2824	SMT d.o.o.                                   
0050C2820	TESCAN, s.r.o.                               
0050C281A	InfoGLOBAL                                   
0050C2832	S1nn GmbH & Co. KG                           
0050C282E	LogiCom GmbH                                 
0050C282A	VDC Display Systems                          
0050C2806	CET                                          
0050C2802	Private                                      
0050C27FC	TIS Dialog LLC                               
0050C27F8	Wise Industria de Telecomunicações Ldta.     
0050C2816	Intelight Inc.                               
0050C2810	Alphion Corporation                          
0050C280C	Luxpert Technologies Co., Ltd.               
0050C284F	Gamber-Johnson LLC                           
0050C284A	Keystone Electronic Solutions                
0050C2883	Neocontrol Soluções em Automação             
0050C2879	MILESYS                                      
0050C2787	Austco Communication Systems Pty Ltd         
0050C277F	ACD Elektronik GmbH                          
0050C2775	Laserdyne Technologies                       
0050C276F	Control and Robotics Solutions               
0050C276A	Digidrive Audio Limited                      
0050C2766	Gutermann Technology GmbH                    
0050C27A5	Quantum Medical Imaging                      
0050C27A0	MedAvant Healthcare                          
0050C279B	Schniewindt GmbH & Co. KG                    
0050C27E1	Zeltiq Aesthetics, Inc.                      
0050C27D7	Newtec A/S                                   
0050C2784	Lewis Controls Inc.                          
0050C27D0	Radar Tronic ltd.                            
0050C2791	M Squared Lasers Limited                     
0050C278C	Giga-tronics, Inc.                           
0050C27C8	Fr. Sauter AG                                
0050C27C3	AST INCORPORATED                             
0050C27BE	Powerlinx, Inc.                              
0050C27B9	Technovare Systems, Inc.                     
0050C27B4	T 1 Engineering                              
0050C27AF	C2 Microsystems                              
0050C27EB	Sesol Industrial Computer                    
0050C2734	CardioMEMS Inc.                              
0050C2730	haber & koenig electronics gmbh              
0050C272A	Phytec Messtechnik GmbH                      
0050C2752	LOBER, S.A.                                  
0050C274E	TRONICO                                      
0050C2748	Letechnic Ltd                                
0050C2704	The Dini Group, La Jolla inc.                
0050C26FC	Acte Sp. z o.o.                              
0050C2762	Assembly Contracts Limited                   
0050C275C	STÖRK-TRONIC Störk GmbH&Co. KG               
0050C2758	AixSolve GmbH                                
0050C26F2	Laser Electronics Ltd                        
0050C26E8	Anymax                                       
0050C270F	Zumbach Electronic AG                        
0050C2709	RO.VE.R. Laboratories S.p.A                  
0050C2744	Avonaco Systems, Inc.                        
0050C273E	Quantec Networks GmbH                        
0050C273A	Naturela Ltd.                                
0050C2726	eta systemi CKB                              
0050C2719	ennovatis GmbH                               
0050C26DE	Laser Tools & Technics Corp.                 
0050C2685	Datamars SA                                  
0050C267F	Phytec Messtechnik GmbH                      
0050C267B	Sparton Electronics                          
0050C2675	Kenton Research Ltd                          
0050C26D4	Etani Electronics Co.,Ltd.                   
0050C26B6	CommoDaS GmbH                                
0050C26AC	Thales UK                                    
0050C26A6	Victory Concept Industries Ltd.              
0050C26A1	PRICOL LIMITED                               
0050C2661	P.C.E.                                       
0050C265D	Redfone Communications LLC                   
0050C265E	Cantion A/S                                  
0050C2653	Doble Engineering                            
0050C2654	PaloDEx Group Oy                             
0050C2657	MONYTEL S.A.                                 
0050C269D	Dvation.co.,Ltd                              
0050C2699	Bulletendpoints Enterprises Inc              
0050C2693	Tech Comm, Inc.                              
0050C268F	BERTRONIC SRL                                
0050C2689	RF Code, Inc.                                
0050C2671	Skyline Products, Inc                        
0050C266B	flsystem                                     
0050C264D	Tera Information System Labs                 
0050C2643	Enatel Limited                               
0050C2649	Pan-STARRS                                   
0050C264A	CPqD                                         
0050C263E	T2 Communication Ltd                         
0050C26CA	Dynamic Hearing Pty Ltd                      
0050C26C0	GLOSTER SANTE EUROPE                         
0050C263A	3DSP Corporation                             
0050C2636	dSPACE GmbH                                  
0050C2630	Aurora Flight Sciences                       
0050C262C	AirMatrix, Inc.                              
0050C25F1	Technomarine JSC                             
0050C25EA	Micro Elektronische Producten                
0050C25E7	EADS TEST & SERVICES                         
0050C2618	Intergrated Security Mfg. Ltd                
0050C2612	IHP-GmbH                                     
0050C260F	Kommunikations- & Sicherheitssysteme Gesellschaft m.b.H
0050C2608	Silex Industrial Automation Ltd.             
0050C2626	Winsys Informatica ltda                      
0050C2622	2N TELEKOMUNIKACE a.s.                       
0050C2623	SAFELINE SL                                  
0050C261C	TestPro Systems, Inc.                        
0050C2619	Linkbit, Inc.                                
0050C25C3	KS System GmbH                               
0050C25C4	ProMik GmbH                                  
0050C25C0	Pyott-Boone Electronics                      
0050C25B9	Taiwan Video & Monitor                       
0050C25BA	SAIA Burgess Controls AG                     
0050C25E0	Phytec Messtechnik GmbH                      
0050C25D7	Synrad, Inc.                                 
0050C25D4	Buyang Electronics Industrial Co., Ltd.      
0050C25B0	INCOTEC GmbH                                 
0050C25AC	Kinemetrics, Inc.                            
0050C25A5	Equipos de Telecomunicación  Optoelectronicos, S.A.
0050C2605	Swistec GmbH                                 
0050C25FB	All-Systems Electronics Pty Ltd              
0050C25CE	Roke Manor Research Ltd                      
0050C25CD	RADA Electronics Industries Ltd.             
0050C25CA	Buyang Electronics Industrial Co., Ltd.      
0050C25F4	TeamProjects BV                              
0050C2556	Freiburger BlickZentrum                      
0050C2555	Control Alternative Solutions, Inc.          
0050C252F	Gesellschaft für  Rationalisierung und Rechentechnik mbH
0050C252E	DSP DESIGN                                   
0050C252D	Smartcom-Bulgaria AD                         
0050C2525	VASTech                                      
0050C2523	AMRDEC Prototype Integration Facility        
0050C258E	Penny & Giles Aerospace Ltd                  
0050C258B	Innovative Dynamics GmbH                     
0050C2584	Toyota Motorsport GmbH                       
